"RegionName","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04"
"San Francisco","CA","San Francisco","San Francisco",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,7995,7550,6995,6350,6795,7000,6997.5,6550,6697.5,6797.5,6995,6947.5,6275,6860,5897.5,6800,6325,6500,6300,6450,5995,6450,6525,6525,6500,6495,6365,6000,6450,6500,6500,6490,6525
"Indianapolis","IN","Indianapolis","Marion",12,,,,,,,,,,,,,,,,,,997.5,1025,1025,1000,985,1000,1000,995,900,875,855,852.5,897.5,1050,1040,900,900,850,852.5,914,932,995,1035,1100,1100,1100,1095,1050,1000,1000,1100,1095,1095,1100,1150,1150,1195,1175,1150,1150,1132.5,1132.5,1150,1150,1175,1172.5,1100,1150,1145,1125,1100,1095,1075,1095,1097,1100,1095,1150,1125,1200,1200,1195,1162.5,1100,1150,1175,1150,1195,1245,1282.5,1290,1250,1282.5,1290,1250,1250,1195,1195,1150,1195,1297.5,1350
"Austin","TX","Austin","Travis",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734,1700,1750,1990,1897.5,1843,1995,1995,2150,2095,2000,2097.5,2047.5,2097.5,2195,2200,2250,2250,2335,2425,2385,2200,2095,2000,2200,2400,2550,2400,2462.5,2500,2674,2700,2695,2695,2700,2595,2595.5,2595,2500,2484,2525,2402,2447.5,2213,2247.5,2275,2364.5,2225,2495,2495,2550,2495,2300,2200,2300,2375,2290,2300,2254,2250,2185,2350
"Fort Worth","TX","Dallas-Fort Worth","Tarrant",14,,,,,,,,,,,,1262.5,1350,1350,1395,1350,1337.5,1400,1395,1395,1395,1450,1450,1395,1395,1450,1400,1395,1400,1425,1400,1395,1395,1395,1362.5,1350,1350,1372.5,1395,1440,1495,1425,1450,1500,1495,1400,1450,1400,1425,1450,1450,1475,1495,1495,1497,1495,1499,1495,1499.5,1500,1550,1575,1550,1550,1500,1550,1595,1595,1595,1572.5,1550,1595,1580,1650,1637.5,1647.5,1595,1595,1644.5,1650,1600,1650,1600,1650,1650,1700,1700,1730,1750,1750,1775,1795,1712.5,1695,1695,1695,1695,1750,1790
"Columbus","OH","Columbus","Franklin",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1550,1550,1495,1495,1499,1500,1500,1650,1590,1499,1500,1595,1600,1775,1700,1650,1695,1800,1800,1800,1695,1650,1550,1800,1697.5,1800,1650,1900,1750,1750,1800,1700,1600,1599,1595,1747.5,1800,1740,1680,1650,1650,1650,1672.5
"Memphis","TN","Memphis","Shelby",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1150,1150,1095,1095,1150,1095,1072.5,1095,995,962.5,950,950,950,950,950,1000,1095,1050,995,995,1000,1050,1050,995,995,995,995,1050,1095,1095,1095,1095,1095,1095,1095,1005,1005,1000,975,995,1037.5,1012.5,1085,1095,1095,1050,1095,1095,1035,950,995,995,1075,1050,985,1000,950,995,975,1000,1000,995,950,925,985,995,995,995,1065
"Charlotte","NC","Charlotte","Mecklenburg",17,1395,1495,1497.5,1450,1572.5,1475,1474.5,1450,1470,1395,1350,1350,1380,1450,1397.5,1350,1450,1395,1375,1400,1395,1382.5,1395,1300,1407.5,1400,1437.5,1500,1495,1500,1495,1475,1425,1350,1350,1350,1337.5,1395,1400,1475,1425,1435,1400,1400,1350,1350,1350,1350,1326,1350,1350,1425,1450,1495,1495,1499,1450,1420,1407.5,1441,1450,1500,1500,1500,1500,1500,1500,1525,1525,1500,1500,1595,1597,1595,1595,1549,1500,1500,1547,1572,1500,1550,1495,1549,1595,1659.5,1695,1675,1650,1650,1650,1666,1650,1660,1650,1670,1692.5,1725,1770
"El Paso","TX","El Paso","El Paso",18,,,,,,,,,,,,,,,1450,1495,1450,1450,1492.5,1397.5,1400,1395,1400,1495,1500,1500,1495,1450,1395,1395,1375,1400,1375,1395,1397.5,1300,1250,1295,1275,1295,1300,1300,1298.5,1295,1300,1295,1300,1275,1250,1250,1280,1350,1325,1300,1300,1325,1350,1300,1300,1297.5,1250,1275,1300,1300,1300,1300,1300,1300,1297.5,1300,1300,1295,1295,1300,1250,1350,1250,1337,1285,1250,1295,1250,1295,1250,1250,1282,1300,1300,1300,1300,1300,1300,1295,1300,1295,1270,1275,1262.5,1300
"Boston","MA","Boston","Suffolk",19,,,,,,,,,,,,,,,,,,,,,,,,3000,2995,3000,2900,2900,2800,2800,2800,2800,2800,2850,3000,3300,3200,3200,3199,3199.5,3200,3100,3000,3000,3000,3000,3200,3300,3300,3300,3395,3250,3200,3200,3200,3200,3200,3200,3400,3662.5,3550,3500,3400,3350,3200,3200,3200,3200,3200,3200,3500,3700,3700,3600,3500,3400,3400,3350,3300,3300,3200,3200,3500,3800,3700,3600,3600,3600,3500,3450,3450,3400,3400,3600,3795,3800,3800,3795,3700
"Seattle","WA","Seattle","King",20,,,,,,,,,,,,,1850,1900,1800,1990,1992.5,2097.5,2200,2200,2295,2195,2100,2000,2150,2172.5,2250,2350,2495,2400,2397.5,2450,2300,2495,2599,2650,2272.5,2500,2395,2450,2450,2550,2450,2500,2392.5,2297.5,2400,2300,2150,2295,2400,2600,2722.5,2625,2795,2500,2495,2495,2400,2495,2400,2500,2599,2800,2972.5,3000,2950,2847.5,2797.5,2575,2800,2972.5,3000,2995,2950,3000,3200,3295,3100,2977.5,2900,2922.5,2695,3097.5,2995,3199,3250,3295,3397.5,3495,3350,3195,2995,2995,2990,2900,2995,3197.5,3300
"Baltimore","MD","Baltimore","Baltimore City",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1800,1560,1560,1400,1400,1500,1300,1350,1397.5,1400,1525,1550
"Denver","CO","Denver","Denver",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2550,2600,2650,2600,2600,2500,2500,2400,2400,2500,2495,2400,2500,2500,2502.5,2672.5,2650,2537.5,2600,2487.5,2300,2325,2500,2525,2597.5,2697.5,2600,2500,2597.5,2600,2487.5,2475,2625,2600,2500,2500,2600
"Washington","DC","Washington","District of Columbia",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3150,3000,2985,3250,2999,2910,2797.5,2675,2970,2897.5,2925,3000,3500,3500,3300,3125,2900,2825,2999.5,3150,3497,3000,3500,3300,3482.5,3525,3200,3300,3170,3000,3047.5,3025,3500,3600,3500,3462.5,3700,3922.5,3600,3500,3500,3375,3275,3200,3000,3437.5
"Nashville","TN","Nashville","Davidson",24,,,,,,,,,,,,,,,,,1500,1500,1595,1495,1495,1495,1550,1762.5,1672.5,1695,1771.5,1700,1672.5,1600,1525,1600,1500,1500,1500,1500,1600,1650,1750,1597.5,1697.5,1600,1675,1662.5,1685,1600,1595,1595,1450,1425,1450,1700,1795,1800,1697.5,1750,1650,1650,1700,1750,1700,1650,1797.5,1797.5,1850,1895,1800,1800,1850,1800,1750,1825,1725,1962.5,1825,1995,1950,1925,1925,1800,1795,1800,1800,1895,1925,1837.5,1972.5,2054.5,1962.5,1975,1995,1975,1995,1980,1975,1950,1925,1912.5,1897.5
"Milwaukee","WI","Milwaukee","Milwaukee",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,850,800,895,950,950,925,895,897.5,900,925,999.5,999.5,1099,1050,1047.5,950,950,800,850,910,990.5,950,1000,1037.5,1000,1000,922.5,995,995,950,950,950,925,975,1000,997.5,1000,1150
"Portland","OR","Portland","Multnomah",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1495,1650,1650,1550,1595,1500,1475,1440,1495,1595,1460,1597.5,1695,1700,1700,1815,1850,1795,1700,1700,1750,1695,1700,1695,1725,1995,2125,1997.5,1977.5,1875,1727.5,1950,2000,1995,2250,2350,2387.5,2200,2445,2472.5,2325,2295,2150,2195,2222.5,2250,2300,2295,2200,2440,2250,2397.5,2295,2300,2300,2295,2347.5,2250,2495,2497.5,2595,2495,2487.5,2295,2200,2225,2300,2295,2350,2395,2572.5
"Oklahoma City","OK","Oklahoma City","Oklahoma",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,1425,1395,1345,1295,1275,1300,1395,1395,1395,1395,1395,1350,1420,1395,1380,1395,1440,1495,1495,1425,1495,1495,1400,1395,1395,1395,1400,1400,1362.5,1345,1350,1395,1335,1297.5,1250,1235,1200,1280,1250,1335,1300,1275,1235,1295,1295,1275,1200,1250,1245,1295,1297,1295,1265,1295
"Omaha","NE","Omaha","Douglas",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1395,1395,1395,1500,1397.5,1400,1410,1392.5,1400,1395,1350,1395,1395,1475,1500
"Albuquerque","NM","Albuquerque","Bernalillo",29,,,,,,,,,,,,,,,,,,,,,,,,1295,1250,1375,1350,1200,1250,1350,1300,1250,1200,1225,1250,1290,1260,1300,1397.5,1375,1312.5,1300,1300,1300,1300,1295,1300,1295,1295,1250,1262.5,1300,1350,1350,1300,1295,1295,1295,1295,1350,1300,1295,1295,1375,1395,1350,1350,1362.5,1305,1300,1350,1300,1300,1342,1400,1350,1400,1397.5,1325,1325,1350,1334,1375,1295,1350,1350,1412.5,1414,1400,1450,1495,1400,1375,1400,1400,1350,1395,1400,1497
"Fresno","CA","Fresno","Fresno",30,,,,,,,,,,,,,,,,,,,1697.5,1695,1595,1350,1350,1325,1272.5,1250,1120,1100,1100,1122.5,1195,1200,1195,1184,1150,1100,1150,1200,1225,1200,1295,1300,1350,1395,1395,1395,1400,1395,1350,1350,1372.5,1325,1395,1495,1462.5,1495,1450,1462.5,1395,1395,1450,1405,1372.5,1402.5,1450,1495,1495,1495,1565,1500,1427.5,1475,1397.5,1412.5,1500,1500,1650,1527.5,1550,1525,1400,1500,1425,1550,1597.5,1650,1600,1595,1600,1597.5,1660,1600,1595,1595,1595,1650,1650,1600,1695
"Sacramento","CA","Sacramento","Sacramento",31,,,,,,,,,,,,,1297.5,1250,1285,1300,1395,1295,1450,1395,1395,1385,1295,1295,1300,1335,1350,1350,1350,1395,1395,1395,1385,1395,1395,1395,1350,1350,1350,1395,1349.5,1395,1399.5,1370,1400,1395,1422.5,1395,1395,1395,1395,1425,1445,1450,1450,1442.5,1400,1415,1440,1450,1495,1495,1495,1495,1495,1500,1495,1495,1495,1499.5,1497,1499,1550,1500,1495,1597.5,1650,1695,1550,1499.5,1551,1500,1547.5,1660,1725,1637.5,1695,1750,1750,1893.5,1795,1795,1775,1800,1825,1800,1875,1895,1895
"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2295,2200,2247.5,2450,2297.5,2395,2520,2595,2297.5,2425,2400,2487.5,2387.5,2395
"Kansas City","MO","Kansas City","Jackson",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,1000,875,975,950,997.5,1075,950,995,1100,1072.5,1095,995,1025,1072.5,1100,1100,1135
"Virginia Beach","VA","Virginia Beach","Virginia Beach City",34,1790,1795,1800,1800,1950,1995,1995,1837.5,1800,1800,1800,1750,1750,1800,1850,1895,1850,1850,1800,1735,1750,1700,1700,1750,1795,1800,1850,1750,1795,1800,1795,1782.5,1762.5,1750,1700,1700,1750,1795,1795,1795,1795,1800,1750,1750,1750,1750,1750,1737.5,1700,1700,1700,1850,1850,1800,1800,1800,1800,1787.5,1795,1795,1800,1795,1850,1895,1850,1850,1799,1785,1750,1700,1750,1795,1800,1850,1850,1850,1800,1800,1850,1800,1795,1750,1800,1790,1800,1850,1850,1850,1900,1900,1895,1900,1850,1875,1850,1875,1895,1875,1900
"Colorado Springs","CO","Colorado Springs","El Paso",35,,,,,,,,,,,,1400,1400,1300,1400,1450,1495,1475,1495,1450,1400,1395,1350,1350,1362.5,1450,1475,1450,1412.5,1400,1395,1395,1345,1370,1400,1395,1395,1495,1450,1495,1450,1425,1450,1495,1450,1400,1400,1395,1400,1400,1450,1500,1495,1495,1495,1495,1500,1595,1550,1495,1497.5,1497.5,1597.5,1650,1650,1625,1650,1647.5,1595,1600,1550,1595,1625,1600,1650,1637.5,1650,1595,1600,1650,1572.5,1550,1595,1695,1695,1700,1750,1800,1795,1750,1750,1750,1750,1700,1700,1750,1740,1895,1850
"Atlanta","GA","Atlanta","Fulton",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1660,1442.5,1500,1500,1500,1570.5,1700,1800,1900,1850,1795,1575,1600,1790,1800,1750,1700,1800,1825
"Oakland","CA","San Francisco","Alameda",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2997.5,3075,3300,2975,2917.5,3000,3300,3100,3200,3000,2935,3000,3047.5,3250,3400,3372.5,3200
"Cleveland","OH","Cleveland","Cuyahoga",38,,,,,,,,,,,,,,,,,,,,600,550,525,537.5,550,550,595,595,600,600,650,675,650,625,637.5,600,600,600,600,595,650,650,650,600,585,600,600,600,625,625,625,640,697.5,662.5,662.5,650,650,662.5,650,642.5,695,695,750,750,750,712.5,637.5,680,650,725,797.5,780,800,800,822.5,900,850,800,800,800,800,750,725,725,697,775,775,750,795,749,775,800,785,775,775,800,775,775,775,750
"Honolulu","HI","Urban Honolulu","Honolulu",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3500,3275,3250,2975,2900,3000,2895,2697.5,2625,2900,2900,3100
"Arlington","TX","Dallas-Fort Worth","Tarrant",40,,,,,,,,,,,,,,,,,,,,,,,,1500,1425,1400,1400,1395,1495,1497.5,1495,1495,1495,1400,1500,1450,1515,1450,1425,1425,1450,1495,1550,1525,1495,1445,1450,1425,1425,1435,1450,1550,1495,1450,1495,1495,1495,1495,1495,1512.5,1550,1562.5,1550,1595,1675,1595,1595,1595,1650,1562.5,1600,1650,1650,1610,1635,1650,1650,1650,1607.5,1575,1595,1635,1549.5,1640,1679,1695,1700,1745,1750,1795,1750,1700,1695,1709.5,1700,1695,1750,1800,1795
"Wichita","KS","Wichita","Sedgwick",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1035,1025,1100,997.5,1100,1185,1175,1162.5,1150,1162.5,1150,1222.5,1250,1200,1045
"Tampa","FL","Tampa","Hillsborough",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1525,1400,1472.5,1600,1346,1395,1300,1200,1200,1287.5,1500,1550,1500,1425,1662.5,1750,1790,1695,1800,1650,1700,1697.5,1695,1795,1800,1800,1800,1795,1795,1790,1785,1695,1795,1795,1850,1925,2000,1995,1900,1900,1945,1900,1850,1905,1850,1899.5,1950,2050,1949,1995,1975,2030,1875,2075,1800,1950,2050,1879.5,2057.5,2250,2272.5,2300,2175,2100,2100,2100,2100,2050,2027.5,2000,2050
"Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2997,2990,2990,2999,3000,3000,2990,2994.5,3000,2999,2999,2997,3100,3100,3200,3200
"Aurora","CO","Denver","Arapahoe",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196,2196,2225,2195,2272.5,2200,2150,2195,2247.5,2350,2250,2297.5,2200,2250,2320
"Pittsburgh","PA","Pittsburgh","Allegheny",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1500,1500,1500,1495,1495,1500,1490,1350,1375,1500,1499,1512.5,1600,1550,1500
"Riverside","CA","Riverside","Riverside",46,,,,,,,,,,,,,,,,,2050,2000,1900,1895,1895,1895,1825,1799.5,1750,1750,1859.5,1895,1877,1895,1850,1837,1849.5,1819,1825,1800,1795,1775,1775,1845,1895,1937.5,1900,1900,1899.5,1850,1895,1875,1850,1850,1850,1900,2000,2000,1975,1945,1895,1900,1900,1900,1950,1995,1999,1950,2000,2000,2000,1999.5,1995,1962.5,1999.5,2000,2059,2000,2000,2040.5,1999.5,1999.5,2085,2000,1900,2000,1999,2125,2200,2200,2037.5,2125,2200,2297.5,2350,2225,2250,2200,2200,2200,2250,2272.5,2300
"Marietta","GA","Atlanta","Cobb",47,,,,1800,1775,1750,1950,1897.5,1800,1750,1675,1650,1650,1650,1650,1650,1725,1650,1650,1595,1550,1500,1500,1500,1500,1450,1500,1500,1600,1597.5,1497.5,1575,1600,1600,1575,1512.5,1550,1525,1550,1495,1550,1650,1600,1700,1600,1600,1650,1650,1639,1600,1597.5,1700,1800,1800,1800,1750,1700,1800,1750,1672,1750,1750,1850,1802,1915,1950,1750,1750,1769,1800,1800,1754.5,1754.5,1775,1800,1825,1850,1895,1972.5,1965,1800,1950,1800,1850,1899.5,1949,1950,2000,2050,2000,2000,1975,1935,1950,1975,2000,2050,1900,2000
"Anchorage","AK","Anchorage","Anchorage",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2475,2300,2390,2270,2240,2150,2250,2325,2250,2250,2350,2400,2332.5,2400,2382.5,2200,2300,2325,2250,2350,2300,2300,2300,2300,2150,2325,2395,2300,2100,2150,2100,2000,1995,2000,2250,2200,2200,2250,2125,2165,2100,2050,2187.5,2200,2200,2287.5,2200
"Bakersfield","CA","Bakersfield","Kern",49,,,,,,,,,,,,,,,,,,,,,,,,1650,1695,1700,1650,1625,1600,1650,1650,1562.5,1500,1500,1500,1600,1650,1600,1700,1695,1700,1662.5,1645,1650,1595,1575,1550,1597.5,1595,1590,1550,1600,1650,1650,1650,1642.5,1600,1600,1600,1600,1600,1595,1630,1600,1600,1600,1650,1600,1600,1600,1600,1600,1650,1650,1650,1600,1650,1650,1650,1595,1595,1600,1595,1595,1595,1595,1595,1600,1650,1650,1650,1650,1695,1650,1650,1600,1600,1600,1650
"Saint Paul","MN","Minneapolis-St Paul","Ramsey",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.5,1425,1500,1489.5,1617.5,1499,1499,1549.5,1497,1499,1500,1472.5,1500,1562,1600,1740
"Toledo","OH","Toledo","Lucas",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685,697.5,750,750,712.5,712.5,725,700,700,700,700,700,650,700,795,850
"Lexington","KY","Lexington","Fayette",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499,1600,1600,1595,1550,1599,1697,1650,1618.5,1595,1600,1600,1795,1747.5,1700,1800,1800,1695,1700
